@0,81308.992,-662.638,152182.844,840.000,840.000,840.000,0.969,0.000,0.245,0.000,0.100,0.300,0.100,-70.000,0.000,,,,
@0,82222.281,-588.340,153931.453,1120.000,1120.000,1120.000,0.998,0.000,-0.066,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,84345.977,-1061.120,148609.906,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,86984.086,-420.801,148470.609,1011.196,1244.860,994.816,0.786,0.000,0.618,0.000,0.100,0.300,0.100,-55.000,0.000,,,,
@0,93167.578,-978.165,154772.672,860.194,837.600,840.347,0.987,0.000,0.158,0.000,0.100,0.300,0.100,-105.000,0.000,,,,
@0,93485.266,-1071.504,157642.391,700.000,700.000,700.000,0.892,0.000,-0.452,0.000,0.100,0.300,0.100,-90.000,0.000,,,,
@0,79244.391,-731.415,164450.406,1159.284,1209.418,971.394,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,83315.383,112.613,157331.375,1029.675,949.753,1056.314,0.996,0.000,0.089,0.000,0.100,0.300,0.100,-62.000,0.000,,,,
@0,81900.914,-834.279,155806.859,1126.748,1335.935,1108.009,0.991,0.000,0.133,0.000,0.100,0.300,0.100,-65.000,0.000,,,,
@0,96151.719,-985.607,143558.203,781.911,993.917,873.459,0.910,0.000,0.414,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,98040.141,-798.801,146886.531,841.709,912.565,767.481,0.997,0.000,-0.078,0.000,0.100,0.300,0.100,-110.000,0.000,,,,
@0,46062.711,-916.778,167084.891,927.853,953.455,925.292,0.992,0.000,0.125,0.000,0.100,0.300,0.100,-70.000,0.000,,,,
@0,46588.070,-895.160,168492.359,798.575,939.035,914.294,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,45250.547,-1012.789,165595.156,700.000,700.000,700.000,0.965,0.000,0.261,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,44249.844,-1038.946,166283.844,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,65600.703,-1013.346,157783.359,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,63222.414,-708.360,164222.625,921.161,957.589,999.219,0.985,0.000,0.175,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,42947.852,-1061.203,161965.797,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-100.000,0.000,,,,
@0,47209.273,-214.450,172001.703,700.000,700.000,700.000,0.995,0.000,0.098,0.000,0.100,0.300,0.100,-90.000,0.000,,,,
@0,89849.531,-764.401,151224.344,894.005,794.255,744.380,0.961,0.000,-0.276,0.000,0.100,0.300,0.100,-150.000,0.000,,,,
@0,88071.820,-252.766,149245.203,825.347,925.973,841.383,0.913,0.000,-0.407,0.000,0.100,0.300,0.100,-155.000,0.000,,,,
@0,85097.656,-810.263,149011.656,1002.323,1094.624,1009.103,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,101114.156,-617.867,160947.078,1097.614,1086.146,1157.554,0.001,0.000,1.000,0.000,0.100,0.300,0.100,-80.000,0.000,,,,
@0,107882.977,-687.649,159924.812,1114.968,1149.079,1145.942,0.919,0.000,-0.395,0.000,0.100,0.300,0.100,-200.000,0.000,,,,
@0,99588.656,-826.857,172608.375,1278.953,1239.706,1399.975,0.998,0.000,0.064,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,99603.062,-476.378,170895.453,1231.436,1460.322,1092.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-110.000,0.000,,,,
@0,97498.875,-948.449,170828.219,929.242,886.882,939.208,0.996,0.000,-0.093,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,97710.023,-830.181,172725.688,1028.125,1004.500,1015.000,0.995,0.000,-0.100,0.000,0.100,0.300,0.100,-150.000,0.000,,,,
@0,108697.844,-293.634,162807.750,1063.566,1343.304,1087.073,-0.634,0.000,-0.773,0.000,0.100,0.300,0.100,-220.000,0.000,,,,
@0,107419.391,-750.487,170161.031,1086.313,1052.149,999.590,0.996,0.000,0.094,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,109750.133,-413.105,169505.672,1145.238,1344.696,1071.032,0.990,0.000,-0.141,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,110302.594,-962.913,164359.875,991.203,1007.685,996.696,0.960,0.000,0.279,0.000,0.100,0.300,0.100,-210.000,0.000,,,,
@0,98109.133,-837.251,172803.562,696.843,930.478,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,66277.164,-868.175,153458.469,1067.431,1075.306,1091.052,0.995,0.000,0.107,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,66149.344,-727.006,151925.969,1118.053,1259.114,1010.334,0.513,0.000,0.858,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,68349.438,-667.941,146442.266,1277.697,1307.736,1331.925,0.957,0.000,0.290,0.000,0.100,0.300,0.100,-70.000,0.000,,,,
@0,135995.406,-650.782,200304.094,1257.135,1314.207,1433.788,0.952,0.000,0.305,0.000,0.100,0.300,0.100,-100.000,0.000,,,,
@0,133090.359,-888.012,198588.812,993.398,963.459,921.547,0.993,0.000,-0.121,0.000,0.100,0.300,0.100,-90.000,0.000,,,,
@0,137715.984,-824.079,199042.859,1185.807,1148.563,1131.311,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,66497.219,-696.926,169994.141,1257.477,1331.154,1142.159,0.796,0.000,0.606,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,122194.281,217.827,149868.391,1212.400,1136.146,1148.680,0.957,0.000,0.291,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,143484.781,-627.225,148417.891,872.580,1018.458,991.935,0.941,0.000,0.339,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,151475.188,-679.222,156017.250,835.903,1002.736,914.931,0.989,0.000,0.146,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,145712.781,-489.067,148221.609,936.204,1037.927,918.982,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,83859.648,-817.391,170221.391,1100.870,1128.382,1163.751,0.909,0.000,-0.417,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,85709.641,-98.275,170010.125,928.730,1448.265,933.892,0.971,0.000,-0.239,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,84144.836,-773.823,166269.562,956.016,1295.468,1036.637,0.936,0.000,0.352,0.000,0.100,0.300,0.100,-40.000,0.000,,,,
@0,64450.508,-601.100,149399.047,725.943,798.822,746.722,0.938,0.000,-0.345,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,66570.906,-614.408,148392.516,1092.668,1069.793,1134.601,0.997,0.000,-0.072,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,56094.828,-46.969,140474.344,1017.706,1285.509,935.850,0.919,0.000,0.395,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,55264.188,-792.261,144868.062,1175.741,1267.692,1175.741,0.995,0.000,0.099,0.000,0.100,0.300,0.100,-70.000,0.000,,,,
@0,59877.438,-510.091,138862.141,907.210,887.935,875.888,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-40.000,0.000,,,,
@0,68836.266,-141.915,150882.656,1151.585,1605.268,1097.622,0.859,0.000,0.512,0.000,0.100,0.300,0.100,-65.000,0.000,,,,
@0,72885.047,-967.371,149545.172,1093.824,1032.510,978.271,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,73005.750,-709.250,155866.484,922.464,952.799,927.520,0.983,0.000,0.183,0.000,0.100,0.300,0.100,-55.000,0.000,,,,
@0,74998.844,-527.225,152223.906,1334.882,1370.642,1250.311,0.978,0.000,-0.207,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,59369.992,-281.802,150458.625,1183.463,1294.292,1110.976,0.990,0.000,-0.141,0.000,0.100,0.300,0.100,-35.000,0.000,,,,
@0,79267.008,-324.278,152233.016,1128.739,1792.010,1100.519,0.402,0.000,0.916,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,51933.172,-877.084,136660.125,784.441,842.901,782.277,0.852,0.000,0.523,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,57140.859,-767.979,151687.750,1014.618,1254.228,933.359,0.984,0.000,0.180,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,61386.043,-125.683,152041.062,942.655,949.588,877.947,0.947,0.000,0.322,0.000,0.100,0.300,0.100,-110.000,0.000,,,,
@0,59184.406,-323.017,153361.250,1254.436,1820.588,1273.959,0.853,0.000,0.521,0.000,0.100,0.300,0.100,-140.000,0.000,,,,
@0,57799.125,-761.463,152107.109,1003.258,1033.627,1162.193,0.862,0.000,0.507,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,60969.734,-1153.189,153721.750,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-40.000,0.000,,,,
@0,78178.000,-345.310,161167.891,856.691,877.969,832.324,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,80113.672,400.982,160924.719,930.020,944.367,833.291,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,93126.695,-445.853,156430.781,700.000,700.000,700.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,129344.453,537.309,146059.031,836.368,1132.485,801.303,0.984,0.000,-0.177,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,122529.641,-177.030,167460.531,866.509,922.012,811.006,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,134652.406,-1297.239,135438.500,629.191,751.921,579.667,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,98136.297,-767.415,161368.531,763.871,942.555,732.705,0.780,0.000,0.626,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,80107.594,-807.445,166405.672,632.344,884.720,663.121,0.972,0.000,0.233,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,84834.992,-620.464,173096.438,720.996,1002.816,716.941,0.934,0.000,0.358,0.000,0.100,0.300,0.100,-70.000,0.000,,,,
@0,79975.805,-599.464,169943.219,709.652,905.342,719.812,0.908,0.000,0.418,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,88051.133,-128.359,170920.562,608.633,959.896,615.574,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-40.000,0.000,,,,
@0,168351.109,-530.464,118380.234,701.661,1151.013,870.441,0.937,0.000,-0.348,0.000,0.100,0.300,0.100,-110.000,0.000,,,,
@0,188755.484,-741.235,165811.656,750.072,899.624,686.328,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,185148.219,-591.731,172193.516,684.952,796.802,711.532,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-200.000,0.000,,,,
@0,183074.406,-954.671,175901.984,500.000,500.000,500.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-180.000,0.000,,,,
@0,166201.625,-909.051,172067.688,562.410,623.087,664.694,0.838,0.000,0.545,0.000,0.100,0.300,0.100,-210.000,0.000,,,,
@0,166505.797,-595.769,174529.859,656.517,968.304,612.692,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-180.000,0.000,,,,
@0,168516.453,-1030.175,175038.219,500.000,500.000,500.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-200.000,0.000,,,,
@0,165876.125,-1040.195,177707.203,500.000,500.000,500.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-190.000,0.000,,,,
@0,167272.484,-680.946,161295.656,607.287,753.958,619.510,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-60.000,0.000,,,,
@0,181532.922,-613.006,151558.812,727.753,855.395,690.211,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,182435.812,-393.452,149204.422,623.568,913.123,756.358,0.891,0.000,-0.454,0.000,0.100,0.300,0.100,-90.000,0.000,,,,
@0,184386.344,-41.482,151116.203,932.558,1373.518,1029.151,0.901,0.000,0.434,0.000,0.100,0.300,0.100,-95.000,0.000,,,,
@0,188532.688,-607.791,151368.562,755.237,1037.252,755.237,0.923,0.000,-0.385,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,191239.891,-311.244,151328.531,822.573,1125.743,810.445,0.780,0.000,-0.626,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,193322.344,-317.743,149088.000,802.562,1171.813,765.888,0.951,0.000,0.309,0.000,0.100,0.300,0.100,-130.000,0.000,,,,
@0,189491.906,-707.278,149258.484,683.975,857.612,683.974,0.945,0.000,0.327,0.000,0.100,0.300,0.100,-98.000,0.000,,,,
@0,186560.094,-589.640,152433.031,819.914,1028.314,785.180,0.977,0.000,-0.213,0.000,0.100,0.300,0.100,-110.000,0.000,,,,
@0,168969.281,-1500.000,163910.438,500.000,500.000,500.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-50.000,0.000,,,,
@0,171393.453,-991.837,161238.953,632.936,582.716,656.569,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-140.000,0.000,,,,
@0,169351.625,-852.321,160058.203,646.916,780.945,685.578,0.929,0.000,-0.369,0.000,0.100,0.300,0.100,-120.000,0.000,,,,
@0,105802.781,-672.618,165483.703,800.376,929.950,885.777,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-200.000,0.000,,,,
@0,111547.664,-628.706,162183.219,709.695,687.532,655.140,0.946,0.000,0.323,0.000,0.100,0.300,0.100,-210.000,0.000,,,,
@0,134085.031,-393.612,191036.031,774.367,1206.487,771.567,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-220.000,0.000,,,,
@0,131546.484,-200.595,190088.938,609.140,1423.917,791.040,0.941,0.000,-0.338,0.000,0.100,0.300,0.100,-210.000,0.000,,,,
@0,147678.344,-2175.556,131887.219,500.000,500.000,500.000,1.000,0.000,0.000,0.000,0.100,0.300,0.100,-145.000,0.000,,,,
